sid,trial,image,option1,option2,choice_key,choice,rt
sub-006,23,C:\Users\hk4378\Desktop\Stim\save_11.png,"100% chance to save 11 people, while 1 person will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 11 people, while 1 person will fall",0.7033675999991829
sub-006,24,C:\Users\hk4378\Desktop\Stim\save_13.png,"100% chance to save 2 people, while 5 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",1.373957200001314
sub-006,25,C:\Users\hk4378\Desktop\Stim\save_5.png,"100% chance to save 5 people, while 7 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",1.8539186000016343
sub-006,26,C:\Users\hk4378\Desktop\Stim\save_16.png,"100% chance to save 5 people, while 2 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 5 people, while 2 people will fall",1.33404050000172
sub-006,27,C:\Users\hk4378\Desktop\Stim\save_4.png,"100% chance to save 4 people, while 8 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",1.4930501000017102
sub-006,28,C:\Users\hk4378\Desktop\Stim\save_14.png,"100% chance to save 3 people, while 4 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",1.4564448000019183
sub-006,29,C:\Users\hk4378\Desktop\Stim\save_1.png,"100% chance to save 1 person, while 11 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.8360591999989992
sub-006,30,C:\Users\hk4378\Desktop\Stim\save_13.png,"100% chance to save 2 people, while 5 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",2.1001736000034725
sub-006,31,C:\Users\hk4378\Desktop\Stim\save_7.png,"100% chance to save 7 people, while 5 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 7 people, while 5 people will fall",0.6669567999997525
sub-006,32,C:\Users\hk4378\Desktop\Stim\save_16.png,"100% chance to save 5 people, while 2 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 5 people, while 2 people will fall",0.7058246999986295
sub-006,33,C:\Users\hk4378\Desktop\Stim\save_11.png,"100% chance to save 11 people, while 1 person will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 11 people, while 1 person will fall",0.8481793999999354
sub-006,34,C:\Users\hk4378\Desktop\Stim\save_15.png,"100% chance to save 4 people, while 3 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 4 people, while 3 people will fall",1.0991751000001386
sub-006,35,C:\Users\hk4378\Desktop\Stim\save_8.png,"100% chance to save 8 people, while 4 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 8 people, while 4 people will fall",0.8741773999972793
sub-006,36,C:\Users\hk4378\Desktop\Stim\save_12.png,"100% chance to save 1 person, while 6 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",1.2850188999982493
sub-006,37,C:\Users\hk4378\Desktop\Stim\save_2.png,"100% chance to save 2 people, while 10 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.7959097999992082
sub-006,38,C:\Users\hk4378\Desktop\Stim\save_17.png,"100% chance to save 6 people, while 1 person will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 6 people, while 1 person will fall",0.9021850999997696
sub-006,39,C:\Users\hk4378\Desktop\Stim\save_9.png,"100% chance to save 9 people, while 3 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 9 people, while 3 people will fall",0.6323134000012942
sub-006,40,C:\Users\hk4378\Desktop\Stim\save_12.png,"100% chance to save 1 person, while 6 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",1.1686775000016496
sub-006,41,C:\Users\hk4378\Desktop\Stim\save_6.png,"100% chance to save 6 people, while 6 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 6 people, while 6 people will fall",3.3480642000031366
sub-006,42,C:\Users\hk4378\Desktop\Stim\save_17.png,"100% chance to save 6 people, while 1 person will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 6 people, while 1 person will fall",1.2352176000022155
sub-006,43,C:\Users\hk4378\Desktop\Stim\save_3.png,"100% chance to save 3 people, while 9 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.7593768000006094
sub-006,44,C:\Users\hk4378\Desktop\Stim\save_15.png,"100% chance to save 4 people, while 3 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 4 people, while 3 people will fall",0.9581770000004326
sub-006,45,C:\Users\hk4378\Desktop\Stim\save_10.png,"100% chance to save 10 people, while 2 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 10 people, while 2 people will fall",1.1102219999993395
sub-006,46,C:\Users\hk4378\Desktop\Stim\save_16.png,"100% chance to save 5 people, while 2 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 5 people, while 2 people will fall",0.8683791000003112
sub-006,47,C:\Users\hk4378\Desktop\Stim\save_7.png,"100% chance to save 7 people, while 5 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 7 people, while 5 people will fall",1.130282799997076
sub-006,48,C:\Users\hk4378\Desktop\Stim\save_14.png,"100% chance to save 3 people, while 4 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",0.8597556999993685
sub-006,49,C:\Users\hk4378\Desktop\Stim\save_1.png,"100% chance to save 1 person, while 11 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 1 person, while 11 people will fall",0.6190759999990405
sub-006,50,C:\Users\hk4378\Desktop\Stim\save_13.png,"100% chance to save 2 people, while 5 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",0.7114219000031881
sub-006,51,C:\Users\hk4378\Desktop\Stim\save_8.png,"100% chance to save 8 people, while 4 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 8 people, while 4 people will fall",0.700579899999866
sub-006,52,C:\Users\hk4378\Desktop\Stim\save_16.png,"100% chance to save 5 people, while 2 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 5 people, while 2 people will fall",0.6409354000024905
sub-006,53,C:\Users\hk4378\Desktop\Stim\save_3.png,"100% chance to save 3 people, while 9 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.638771000001725
sub-006,54,C:\Users\hk4378\Desktop\Stim\save_12.png,"100% chance to save 1 person, while 6 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",0.6816846000001533
sub-006,55,C:\Users\hk4378\Desktop\Stim\save_10.png,"100% chance to save 10 people, while 2 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 10 people, while 2 people will fall",0.5874305999968783
sub-006,56,C:\Users\hk4378\Desktop\Stim\save_14.png,"100% chance to save 3 people, while 4 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",0.6242517000027874
sub-006,57,C:\Users\hk4378\Desktop\Stim\save_2.png,"100% chance to save 2 people, while 10 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.6001833000009356
sub-006,58,C:\Users\hk4378\Desktop\Stim\save_13.png,"100% chance to save 2 people, while 5 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",0.8622900000009395
sub-006,59,C:\Users\hk4378\Desktop\Stim\save_9.png,"100% chance to save 9 people, while 3 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 9 people, while 3 people will fall",0.42521250000208966
sub-006,60,C:\Users\hk4378\Desktop\Stim\save_16.png,"100% chance to save 5 people, while 2 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 5 people, while 2 people will fall",0.6066589000001841
sub-006,61,C:\Users\hk4378\Desktop\Stim\save_4.png,"100% chance to save 4 people, while 8 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.5821034000000509
sub-006,62,C:\Users\hk4378\Desktop\Stim\save_15.png,"100% chance to save 4 people, while 3 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 4 people, while 3 people will fall",0.7727591000002576
sub-006,63,C:\Users\hk4378\Desktop\Stim\save_6.png,"100% chance to save 6 people, while 6 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 6 people, while 6 people will fall",1.3073727000009967
sub-006,64,C:\Users\hk4378\Desktop\Stim\save_17.png,"100% chance to save 6 people, while 1 person will fall","50% chance to save all 7 people, at the risk that all 7 will fall",1,"100% chance to save 6 people, while 1 person will fall",0.590144900001178
sub-006,65,C:\Users\hk4378\Desktop\Stim\save_5.png,"100% chance to save 5 people, while 7 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.9977384000012535
sub-006,66,C:\Users\hk4378\Desktop\Stim\save_14.png,"100% chance to save 3 people, while 4 people will fall","50% chance to save all 7 people, at the risk that all 7 will fall",2,"50% chance to save all 7 people, at the risk that all 7 will fall",1.389148700000078
sub-006,67,C:\Users\hk4378\Desktop\Stim\save_11.png,"100% chance to save 11 people, while 1 person will fall","50% chance to save all 12 people, at the risk that all 12 will fall",1,"100% chance to save 11 people, while 1 person will fall",0.620338199998514
sub-006,68,C:\Users\hk4378\Desktop\Stim\save_4.png,"100% chance to save 4 people, while 8 people will fall","50% chance to save all 12 people, at the risk that all 12 will fall",2,"50% chance to save all 12 people, at the risk that all 12 will fall",0.8171744999999646
